"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
1001002;1000835;"mittelschwer";"Gut untersucht."
1001002;1000864;"schwerwiegend";"Gut untersucht."
1001002;1000876;"schwerwiegend";"Gut untersucht."
1001002;1000878;"schwerwiegend";"Gut untersucht."
1001002;1000880;"mittelschwer";"Gut untersucht."
1001002;1000904;"mittelschwer";"Gut untersucht."
1001002;1000946;"schwerwiegend";"Gut untersucht."
1001002;1000971;"mittelschwer";"Gut untersucht."
1001002;1000985;"schwerwiegend";"Gut untersucht."
1001002;1000998;"schwerwiegend";"Gut untersucht."
1001004;1000969;"geringfügig";"Gut untersucht."
1001019;1001016;"mittelschwer";"Gut untersucht."
1001021;1001016;"mittelschwer";"Gut untersucht."
1001024;1001013;"mittelschwer";"Gut untersucht."
1001032;1000363;"mittelschwer";"Gut untersucht."
1001032;1000736;"geringfügig";"Gut untersucht."
1001032;1000761;"mittelschwer";"Gut untersucht."
1001038;1000082;"geringfügig";"Gut untersucht."
1001038;1000441;"geringfügig";"Gut untersucht."
1001038;1000517;"geringfügig";"Gut untersucht."
1001038;1000755;"geringfügig";"Gut untersucht."
1001044;1000345;"geringfügig";"Gut untersucht."
1001054;1000101;"mittelschwer";"Gut untersucht."
1001054;1000289;"schwerwiegend";"Gut untersucht."
1001054;1000729;"mittelschwer";"Gut untersucht."
1001056;1000706;"mittelschwer";"Gut untersucht."
1001056;1000969;"mittelschwer";"Gut untersucht."
1001063;1000125;"mittelschwer";"Gut untersucht."
1001077;1000086;"geringfügig";"Gut untersucht."
1001077;1000103;"schwerwiegend";"Gut untersucht."
1001077;1000324;"schwerwiegend";"Gut untersucht."
1001077;1000478;"geringfügig";"Gut untersucht."
1001077;1000969;"schwerwiegend";"Gut untersucht."
1001079;1000030;"geringfügig";"Gut untersucht."
1001079;1000135;"schwerwiegend";"Gut untersucht."
1001079;1000151;"mittelschwer";"Gut untersucht."
1001079;1000164;"mittelschwer";"Gut untersucht."
1001079;1000171;"mittelschwer";"Gut untersucht."
1001079;1000191;"schwerwiegend";"Gut untersucht."
1001079;1000706;"mittelschwer";"Gut untersucht."
1001079;1000830;"mittelschwer";"Gut untersucht."
1001079;1000834;"mittelschwer";"Gut untersucht."
1001079;1000835;"mittelschwer";"Gut untersucht."
1001079;1000880;"mittelschwer";"Gut untersucht."
1001079;1000904;"mittelschwer";"Gut untersucht."
1001079;1000925;"schwerwiegend";"Gut untersucht."
1001079;1000946;"schwerwiegend";"Gut untersucht."
1001079;1000971;"mittelschwer";"Gut untersucht."
1001079;1000985;"schwerwiegend";"Gut untersucht."
1001079;1001002;"schwerwiegend";"Gut untersucht."
1001080;1000485;"mittelschwer";"Gut untersucht."
1001080;1000706;"mittelschwer";"Gut untersucht."
1001083;1000969;"schwerwiegend";"Gut untersucht."
1001084;1000704;"mittelschwer";"Gut untersucht."
1001084;1000706;"mittelschwer";"Gut untersucht."
1001086;1000135;"mittelschwer";"Gut untersucht."
1001086;1000150;"mittelschwer";"Gut untersucht."
1001086;1000165;"mittelschwer";"Gut untersucht."
1001086;1000171;"mittelschwer";"Gut untersucht."
1001086;1000173;"mittelschwer";"Gut untersucht."
1001086;1000356;"mittelschwer";"Gut untersucht."
1001086;1000397;"mittelschwer";"Gut untersucht."
1001086;1000462;"mittelschwer";"Gut untersucht."
1001086;1000568;"mittelschwer";"Gut untersucht."
1001086;1000673;"mittelschwer";"Gut untersucht."
1001086;1000827;"mittelschwer";"Gut untersucht."
1001086;1000828;"mittelschwer";"Gut untersucht."
1001086;1000830;"mittelschwer";"Gut untersucht."
1001086;1000832;"mittelschwer";"Gut untersucht."
1001086;1000833;"mittelschwer";"Gut untersucht."
1001086;1000834;"mittelschwer";"Gut untersucht."
1001086;1000835;"mittelschwer";"Gut untersucht."
1001086;1000864;"mittelschwer";"Gut untersucht."
1001086;1000876;"mittelschwer";"Gut untersucht."
1001086;1000878;"schwerwiegend";"Gut untersucht."
1001086;1000880;"mittelschwer";"Gut untersucht."
1001086;1000904;"mittelschwer";"Gut untersucht."
1001086;1000946;"mittelschwer";"Gut untersucht."
1001086;1000971;"mittelschwer";"Gut untersucht."
1001086;1000984;"mittelschwer";"Gut untersucht."
1001086;1000985;"mittelschwer";"Gut untersucht."
1001086;1000998;"mittelschwer";"Gut untersucht."
1001086;1001002;"mittelschwer";"Gut untersucht."
1001086;1001079;"mittelschwer";"Gut untersucht."
1001087;1000135;"schwerwiegend";"Gut untersucht."
1001087;1000150;"mittelschwer";"Gut untersucht."
1001087;1000165;"schwerwiegend";"Gut untersucht."
1001087;1000171;"mittelschwer";"Gut untersucht."
1001087;1000173;"mittelschwer";"Gut untersucht."
1001087;1000356;"schwerwiegend";"Gut untersucht."
1001087;1000397;"mittelschwer";"Gut untersucht."
1001087;1000449;"mittelschwer";"Gut untersucht."
1001087;1000462;"mittelschwer";"Gut untersucht."
1001087;1000568;"mittelschwer";"Gut untersucht."
1001087;1000673;"schwerwiegend";"Gut untersucht."
1001087;1000827;"schwerwiegend";"Gut untersucht."
1001087;1000828;"schwerwiegend";"Gut untersucht."
1001087;1000830;"mittelschwer";"Gut untersucht."
1001087;1000832;"mittelschwer";"Gut untersucht."
1001087;1000833;"mittelschwer";"Gut untersucht."
1001087;1000834;"mittelschwer";"Gut untersucht."
1001087;1000835;"mittelschwer";"Gut untersucht."
1001087;1000864;"schwerwiegend";"Gut untersucht."
1001087;1000876;"mittelschwer";"Gut untersucht."
1001087;1000880;"mittelschwer";"Gut untersucht."
1001087;1000904;"mittelschwer";"Gut untersucht."
1001087;1000925;"schwerwiegend";"Gut untersucht."
1001087;1000946;"schwerwiegend";"Gut untersucht."
1001087;1000971;"mittelschwer";"Gut untersucht."
1001087;1000984;"mittelschwer";"Gut untersucht."
1001087;1000985;"schwerwiegend";"Gut untersucht."
1001087;1000998;"schwerwiegend";"Gut untersucht."
1001087;1001079;"schwerwiegend";"Gut untersucht."
1001087;1001086;"mittelschwer";"Gut untersucht."
1001088;1000125;"geringfügig";"Gut untersucht."
1001088;1000979;"geringfügig";"Gut untersucht."
1001088;1001038;"geringfügig";"Gut untersucht."
1001091;1000135;"geringfügig";"Gut untersucht."
1001091;1000969;"mittelschwer";"Gut untersucht."
1001092;1000363;"mittelschwer";"Gut untersucht."
1001092;1000706;"mittelschwer";"Gut untersucht."
1001092;1000969;"schwerwiegend";"Gut untersucht."
1001093;1000485;"mittelschwer";"Gut untersucht."
1001094;1000135;"schwerwiegend";"Gut untersucht."
1001094;1000165;"schwerwiegend";"Gut untersucht."
1001094;1000356;"schwerwiegend";"Gut untersucht."
1001094;1000397;"mittelschwer";"Gut untersucht."
1001094;1000421;"mittelschwer";"Gut untersucht."
1001094;1000449;"mittelschwer";"Gut untersucht."
1001094;1000641;"mittelschwer";"Gut untersucht."
1001094;1000673;"schwerwiegend";"Gut untersucht."
1001094;1000827;"schwerwiegend";"Gut untersucht."
1001094;1000828;"schwerwiegend";"Gut untersucht."
1001094;1000864;"schwerwiegend";"Gut untersucht."
1001094;1000876;"mittelschwer";"Gut untersucht."
1001094;1000908;"mittelschwer";"Gut untersucht."
1001094;1000909;"mittelschwer";"Gut untersucht."
1001094;1000925;"schwerwiegend";"Gut untersucht."
1001094;1000984;"mittelschwer";"Gut untersucht."
1001094;1000985;"schwerwiegend";"Gut untersucht."
1001094;1000998;"schwerwiegend";"Gut untersucht."
1001094;1001079;"schwerwiegend";"Gut untersucht."
1001094;1001087;"schwerwiegend";"Gut untersucht."
1001095;1000560;"mittelschwer";"Gut untersucht."
1001096;1000517;"geringfügig";"Gut untersucht."
1001098;1000548;"mittelschwer";"Gut untersucht."
1001098;1000704;"mittelschwer";"Gut untersucht."
1001098;1000706;"mittelschwer";"Gut untersucht."
1001098;1000969;"mittelschwer";"Gut untersucht."
1001101;1000070;"geringfügig";"Gut untersucht."
1001103;1000706;"mittelschwer";"Gut untersucht."
1001104;1000065;"mittelschwer";"Gut untersucht."
1001104;1000071;"geringfügig";"Gut untersucht."
1001104;1000264;"geringfügig";"Gut untersucht."
1001104;1000363;"schwerwiegend";"Gut untersucht."
1001104;1000720;"geringfügig";"Gut untersucht."
1001104;1000810;"geringfügig";"Gut untersucht."
1001105;1000030;"geringfügig";"Gut untersucht."
1001105;1000791;"schwerwiegend";"Gut untersucht."
1001108;1000262;"geringfügig";"Gut untersucht."
1001108;1000485;"geringfügig";"Gut untersucht."
1001108;1000706;"geringfügig";"Gut untersucht."
1001109;1000151;"geringfügig";"Gut untersucht."
1001109;1000164;"geringfügig";"Gut untersucht."
1001109;1000485;"mittelschwer";"Gut untersucht."
1001109;1000517;"schwerwiegend";"Gut untersucht."
1001109;1000706;"schwerwiegend";"Gut untersucht."
1001112;1001010;"schwerwiegend";"Gut untersucht."
1001113;1000151;"geringfügig";"Gut untersucht."
1001113;1000164;"geringfügig";"Gut untersucht."
1001113;1000517;"geringfügig";"Gut untersucht."
1001113;1000706;"mittelschwer";"Gut untersucht."
1001113;1000969;"schwerwiegend";"Gut untersucht."
1001114;1000151;"geringfügig";"Gut untersucht."
1001114;1000485;"mittelschwer";"Gut untersucht."
1001114;1000517;"geringfügig";"Gut untersucht."
1001114;1000706;"mittelschwer";"Gut untersucht."
1001114;1000763;"mittelschwer";"Gut untersucht."
1001120;1000747;"geringfügig";"Gut untersucht."
1001121;1000129;"schwerwiegend";"Gut untersucht."
1001121;1000349;"schwerwiegend";"Gut untersucht."
1001123;1000164;"geringfügig";"Gut untersucht."
1001123;1000178;"geringfügig";"Gut untersucht."
1001123;1000426;"geringfügig";"Gut untersucht."
1001123;1000658;"geringfügig";"Gut untersucht."
1001123;1000660;"geringfügig";"Gut untersucht."
1001123;1000669;"geringfügig";"Gut untersucht."
1001123;1000706;"geringfügig";"Gut untersucht."
1001123;1000949;"geringfügig";"Gut untersucht."
1001123;1001109;"mittelschwer";"Gut untersucht."
1001123;1001114;"mittelschwer";"Gut untersucht."
1001124;1000737;"mittelschwer";"Gut untersucht."
1001125;1000969;"geringfügig";"Gut untersucht."
1001126;1000673;"schwerwiegend";"Gut untersucht."
1001126;1000830;"schwerwiegend";"Gut untersucht."
1001126;1000835;"schwerwiegend";"Gut untersucht."
1001126;1000878;"schwerwiegend";"Gut untersucht."
1001126;1000880;"schwerwiegend";"Gut untersucht."
1001126;1000904;"schwerwiegend";"Gut untersucht."
1001126;1000925;"schwerwiegend";"Gut untersucht."
1001126;1000971;"schwerwiegend";"Gut untersucht."
1001126;1000985;"schwerwiegend";"Gut untersucht."
1001126;1001002;"schwerwiegend";"Gut untersucht."
1001126;1001086;"schwerwiegend";"Gut untersucht."
1001127;1000736;"geringfügig";"Gut untersucht."
1001130;1000583;"mittelschwer";"Gut untersucht."
1001131;1000704;"mittelschwer";"Gut untersucht."
1001131;1000706;"mittelschwer";"Gut untersucht."
1001133;1000151;"geringfügig";"Gut untersucht."
1001133;1000517;"geringfügig";"Gut untersucht."
1001133;1000568;"schwerwiegend";"Gut untersucht."
1001133;1000706;"geringfügig";"Gut untersucht."
1001133;1000734;"schwerwiegend";"Gut untersucht."
1001133;1000747;"mittelschwer";"Gut untersucht."
1001133;1000969;"geringfügig";"Gut untersucht."
1001135;1000969;"geringfügig";"Gut untersucht."
1001135;1001104;"mittelschwer";"Gut untersucht."
1001136;1000548;"geringfügig";"Gut untersucht."
1001136;1000969;"mittelschwer";"Gut untersucht."
1001137;1000171;"mittelschwer";"Gut untersucht."
1001137;1000673;"schwerwiegend";"Gut untersucht."
1001137;1000706;"mittelschwer";"Gut untersucht."
1001137;1000830;"mittelschwer";"Gut untersucht."
1001137;1000834;"mittelschwer";"Gut untersucht."
1001137;1000835;"mittelschwer";"Gut untersucht."
1001137;1000880;"mittelschwer";"Gut untersucht."
1001137;1000904;"mittelschwer";"Gut untersucht."
1001137;1000925;"schwerwiegend";"Gut untersucht."
1001137;1000946;"schwerwiegend";"Gut untersucht."
1001137;1000971;"mittelschwer";"Gut untersucht."
1001137;1000985;"schwerwiegend";"Gut untersucht."
1001137;1001002;"schwerwiegend";"Gut untersucht."
1001137;1001086;"mittelschwer";"Gut untersucht."
1001137;1001087;"schwerwiegend";"Gut untersucht."
1001137;1001094;"schwerwiegend";"Gut untersucht."
1001140;1000135;"mittelschwer";"Gut untersucht."
1001140;1000150;"mittelschwer";"Gut untersucht."
1001140;1000165;"mittelschwer";"Gut untersucht."
1001140;1000171;"mittelschwer";"Gut untersucht."
1001140;1000173;"mittelschwer";"Gut untersucht."
1001140;1000356;"mittelschwer";"Gut untersucht."
1001140;1000397;"mittelschwer";"Gut untersucht."
1001140;1000449;"mittelschwer";"Gut untersucht."
1001140;1000568;"mittelschwer";"Gut untersucht."
1001140;1000673;"mittelschwer";"Gut untersucht."
1001140;1000827;"mittelschwer";"Gut untersucht."
1001140;1000828;"mittelschwer";"Gut untersucht."
1001140;1000832;"mittelschwer";"Gut untersucht."
1001140;1000833;"mittelschwer";"Gut untersucht."
1001140;1000834;"mittelschwer";"Gut untersucht."
1001140;1000835;"mittelschwer";"Gut untersucht."
1001140;1000876;"mittelschwer";"Gut untersucht."
1001140;1000878;"schwerwiegend";"Gut untersucht."
1001140;1000904;"mittelschwer";"Gut untersucht."
1001140;1000969;"geringfügig";"Gut untersucht."
1001140;1000970;"mittelschwer";"Gut untersucht."
1001140;1000971;"mittelschwer";"Gut untersucht."
1001140;1000984;"mittelschwer";"Gut untersucht."
1001140;1000985;"mittelschwer";"Gut untersucht."
1001140;1001079;"mittelschwer";"Gut untersucht."
1001140;1001086;"mittelschwer";"Gut untersucht."
1001140;1001094;"mittelschwer";"Gut untersucht."
1001140;1001126;"schwerwiegend";"Gut untersucht."
1001140;1001137;"mittelschwer";"Gut untersucht."
1001160;1000262;"geringfügig";"Gut untersucht."
1001160;1000706;"geringfügig";"Gut untersucht."
1001160;1000969;"geringfügig";"Gut untersucht."
1001161;1000171;"schwerwiegend";"Gut untersucht."
1001161;1000356;"schwerwiegend";"Gut untersucht."
1001161;1000673;"schwerwiegend";"Gut untersucht."
1001161;1000827;"schwerwiegend";"Gut untersucht."
1001161;1000830;"schwerwiegend";"Gut untersucht."
1001161;1000834;"schwerwiegend";"Gut untersucht."
1001161;1000835;"schwerwiegend";"Gut untersucht."
1001161;1000880;"schwerwiegend";"Gut untersucht."
1001161;1000904;"schwerwiegend";"Gut untersucht."
1001161;1000925;"schwerwiegend";"Gut untersucht."
1001161;1000946;"schwerwiegend";"Gut untersucht."
1001161;1000969;"schwerwiegend";"Gut untersucht."
1001161;1000971;"schwerwiegend";"Gut untersucht."
1001161;1000985;"schwerwiegend";"Gut untersucht."
1001161;1000998;"schwerwiegend";"Gut untersucht."
1001161;1001002;"schwerwiegend";"Gut untersucht."
1001161;1001086;"schwerwiegend";"Gut untersucht."
1001161;1001087;"schwerwiegend";"Gut untersucht."
1001161;1001094;"schwerwiegend";"Gut untersucht."
1001161;1001140;"schwerwiegend";"Gut untersucht."
1001195;1000135;"mittelschwer";"Gut untersucht."
1001195;1000150;"mittelschwer";"Gut untersucht."
1001195;1000165;"mittelschwer";"Gut untersucht."
1001195;1000171;"mittelschwer";"Gut untersucht."
1001195;1000173;"mittelschwer";"Gut untersucht."
1001195;1000356;"mittelschwer";"Gut untersucht."
1001195;1000397;"mittelschwer";"Gut untersucht."
1001195;1000449;"mittelschwer";"Gut untersucht."
1001195;1000462;"mittelschwer";"Gut untersucht."
1001195;1000568;"mittelschwer";"Gut untersucht."
1001195;1000673;"mittelschwer";"Gut untersucht."
1001195;1000818;"geringfügig";"Gut untersucht."
1001195;1000827;"mittelschwer";"Gut untersucht."
1001195;1000828;"mittelschwer";"Gut untersucht."
1001195;1000830;"mittelschwer";"Gut untersucht."
1001195;1000832;"mittelschwer";"Gut untersucht."
1001195;1000833;"mittelschwer";"Gut untersucht."
1001195;1000834;"mittelschwer";"Gut untersucht."
1001195;1000835;"mittelschwer";"Gut untersucht."
1001195;1000864;"mittelschwer";"Gut untersucht."
1001195;1000876;"schwerwiegend";"Gut untersucht."
1001195;1000878;"schwerwiegend";"Gut untersucht."
1001195;1000880;"mittelschwer";"Gut untersucht."
1001195;1000904;"mittelschwer";"Gut untersucht."
1001195;1000925;"mittelschwer";"Gut untersucht."
1001195;1000946;"mittelschwer";"Gut untersucht."
1001195;1000971;"mittelschwer";"Gut untersucht."
1001195;1000984;"mittelschwer";"Gut untersucht."
1001195;1000985;"mittelschwer";"Gut untersucht."
1001195;1000998;"mittelschwer";"Gut untersucht."
1001195;1001002;"mittelschwer";"Gut untersucht."
1001195;1001079;"mittelschwer";"Gut untersucht."
1001195;1001086;"mittelschwer";"Gut untersucht."
1001195;1001087;"mittelschwer";"Gut untersucht."
1001195;1001094;"mittelschwer";"Gut untersucht."
1001195;1001126;"schwerwiegend";"Gut untersucht."
1001195;1001137;"mittelschwer";"Gut untersucht."
1001195;1001161;"schwerwiegend";"Gut untersucht."
1001201;1000135;"mittelschwer";"Gut untersucht."
1001201;1000150;"mittelschwer";"Gut untersucht."
1001201;1000165;"mittelschwer";"Gut untersucht."
1001201;1000171;"mittelschwer";"Gut untersucht."
1001201;1000173;"mittelschwer";"Gut untersucht."
1001201;1000356;"mittelschwer";"Gut untersucht."
1001201;1000397;"mittelschwer";"Gut untersucht."
1001201;1000449;"mittelschwer";"Gut untersucht."
1001201;1000462;"mittelschwer";"Gut untersucht."
1001201;1000568;"mittelschwer";"Gut untersucht."
1001201;1000673;"mittelschwer";"Gut untersucht."
1001201;1000827;"mittelschwer";"Gut untersucht."
1001201;1000830;"mittelschwer";"Gut untersucht."
1001201;1000832;"mittelschwer";"Gut untersucht."
1001201;1000833;"mittelschwer";"Gut untersucht."
1001201;1000834;"mittelschwer";"Gut untersucht."
1001201;1000835;"mittelschwer";"Gut untersucht."
1001201;1000864;"mittelschwer";"Gut untersucht."
1001201;1000876;"mittelschwer";"Gut untersucht."
1001201;1000878;"schwerwiegend";"Gut untersucht."
1001201;1000880;"mittelschwer";"Gut untersucht."
1001201;1000904;"mittelschwer";"Gut untersucht."
1001201;1000946;"mittelschwer";"Gut untersucht."
1001201;1000971;"mittelschwer";"Gut untersucht."
1001201;1000984;"mittelschwer";"Gut untersucht."
1001201;1000985;"mittelschwer";"Gut untersucht."
1001201;1000998;"mittelschwer";"Gut untersucht."
1001201;1001002;"mittelschwer";"Gut untersucht."
1001201;1001079;"mittelschwer";"Gut untersucht."
1001201;1001086;"mittelschwer";"Gut untersucht."
1001201;1001087;"mittelschwer";"Gut untersucht."
1001201;1001126;"schwerwiegend";"Gut untersucht."
1001201;1001137;"mittelschwer";"Gut untersucht."
1001201;1001161;"schwerwiegend";"Gut untersucht."
1001201;1001195;"mittelschwer";"Gut untersucht."
1001201;1001215;"mittelschwer";"Gut untersucht."
1001215;1000165;"schwerwiegend";"Gut untersucht."
1001215;1000173;"mittelschwer";"Gut untersucht."
1001215;1000356;"schwerwiegend";"Gut untersucht."
1001215;1000385;"schwerwiegend";"Gut untersucht."
1001215;1000397;"mittelschwer";"Gut untersucht."
1001215;1000449;"mittelschwer";"Gut untersucht."
1001215;1000462;"mittelschwer";"Gut untersucht."
1001215;1000568;"mittelschwer";"Gut untersucht."
1001215;1000673;"schwerwiegend";"Gut untersucht."
1001215;1000827;"schwerwiegend";"Gut untersucht."
1001215;1000828;"schwerwiegend";"Gut untersucht."
1001215;1000830;"mittelschwer";"Gut untersucht."
1001215;1000832;"mittelschwer";"Gut untersucht."
1001215;1000833;"mittelschwer";"Gut untersucht."
1001215;1000835;"mittelschwer";"Gut untersucht."
1001215;1000876;"schwerwiegend";"Gut untersucht."
